seismic_zone,ground_acceleration_g,p_wave_velocity_kms,s_wave_velocity_kms,recent_quakes_30d,max_recent_magnitude,fault_distance_km,soil_type,building_age_years,bedrock_depth_m,historical_count_5y,population_density,hour_of_day,month,risk_level
3,0.031,5.66,2.97,4,4.2,53.5,3,59,34.4,14,3896.0,22,8,1
5,0.351,4.2,3.04,10,4.4,52.7,2,47,44.2,24,929.0,8,1,2
4,0.428,4.74,3.5,10,5.9,46.8,2,37,29.9,14,2535.0,16,4,2
2,0.048,5.0,3.01,2,3.0,113.9,3,25,58.5,12,4055.0,1,12,0
4,0.802,5.16,2.79,6,4.5,97.4,3,41,28.0,20,3967.0,20,11,2
2,0.396,5.02,3.06,3,3.5,85.9,1,60,24.2,4,4567.0,22,8,1
4,0.114,5.45,3.1,10,2.6,127.1,2,1,55.1,17,2668.0,5,2,1
5,0.181,4.86,2.79,6,5.9,62.0,4,11,61.3,18,3049.0,19,12,2
3,0.759,5.72,3.72,7,3.2,65.2,1,17,55.1,24,2424.0,11,10,2
2,0.299,4.77,2.72,3,2.5,72.2,1,43,53.0,13,5025.0,15,9,0
3,0.976,4.53,2.93,6,2.6,30.2,3,80,33.1,17,1888.0,20,9,2
4,0.316,4.32,3.02,11,4.8,138.8,1,89,21.9,18,443.0,7,10,2
3,0.053,4.56,3.01,1,3.2,184.5,4,53,68.6,15,1566.0,11,11,1
2,0.075,4.47,2.81,2,2.8,84.1,1,45,41.3,5,1039.0,4,2,0
4,0.362,5.12,2.84,8,2.6,97.2,3,21,34.4,25,6004.0,13,11,2
3,0.092,4.07,2.92,4,3.2,34.6,3,34,40.6,12,4826.0,5,12,2
5,0.577,5.01,2.7,7,4.0,65.5,2,13,63.8,24,3958.0,1,8,2
3,0.832,4.43,2.81,5,4.2,78.6,1,23,53.1,12,939.0,21,10,2
2,0.356,5.69,3.27,2,2.3,160.5,2,30,28.1,4,4025.0,19,2,0
3,0.04,4.88,3.23,5,2.8,97.2,4,56,69.4,11,2153.0,10,5,2
5,3.564,4.73,3.38,12,6.7,101.5,3,9,35.8,24,5638.0,16,11,3
4,0.902,5.29,3.25,7,2.3,71.3,4,23,37.3,13,2068.0,6,7,3
3,0.234,4.78,3.15,9,4.1,83.4,3,74,53.7,8,2027.0,2,1,2
3,0.077,4.37,2.7,11,4.0,68.3,3,8,34.4,20,1873.0,9,9,2
2,0.02,4.91,2.56,8,3.6,51.2,4,6,61.3,16,363.0,7,9,1
3,0.415,4.71,3.15,7,4.5,110.6,4,72,124.4,14,3936.0,10,11,2
4,0.168,5.11,2.5,11,4.5,64.5,3,65,153.4,12,2051.0,14,6,2
4,0.045,4.13,3.13,5,2.3,39.5,4,96,19.4,15,682.0,20,11,2
4,0.725,4.67,2.79,10,4.2,119.3,3,42,69.3,26,3736.0,6,7,2
3,0.061,4.09,2.91,6,4.7,337.9,3,20,29.8,15,2252.0,13,11,1
2,0.06,5.84,2.67,5,3.5,49.2,1,85,41.4,13,4163.0,11,6,1
2,0.231,5.18,3.15,3,2.2,34.1,2,28,30.3,8,4606.0,15,6,1
4,0.376,4.84,2.91,6,4.3,76.8,3,73,35.2,12,4222.0,17,7,2
2,0.157,5.35,2.93,4,2.2,171.5,2,5,31.7,6,4434.0,12,8,0
4,0.47,5.33,3.4,8,3.0,78.8,3,18,16.8,10,2117.0,23,6,2
2,1.352,4.19,3.29,10,3.7,167.1,2,31,23.0,10,624.0,4,3,1
2,0.13,5.46,3.01,2,2.6,98.2,1,80,15.3,9,4642.0,23,6,0
2,0.08,5.5,2.9,8,3.0,44.2,1,39,24.2,15,2046.0,18,2,1
4,0.03,5.87,2.84,10,4.1,23.0,1,54,28.6,18,4302.0,14,5,2
5,0.705,5.6,2.59,11,2.3,140.8,3,63,54.8,19,5003.0,14,11,3
4,0.848,4.9,2.83,10,3.3,109.3,1,86,77.4,17,2764.0,14,8,2
4,0.011,5.6,3.04,4,2.3,68.5,1,43,32.3,18,4840.0,0,4,1
3,0.573,5.23,2.9,3,3.4,38.7,2,98,100.9,13,3019.0,1,7,2
4,0.538,5.04,2.69,9,2.6,96.9,2,94,23.7,17,328.0,23,4,2
3,0.843,5.09,2.71,1,3.4,63.0,2,18,23.2,15,3394.0,9,3,1
4,0.233,5.67,2.81,9,5.2,142.7,4,7,25.9,23,4606.0,7,5,2
2,0.096,4.47,3.07,4,3.1,67.3,3,51,9.3,5,2166.0,10,5,1
3,0.755,6.13,3.03,9,3.6,69.8,2,11,83.2,13,2214.0,17,3,2
3,0.025,5.13,3.09,10,2.5,106.2,2,59,52.7,9,1404.0,7,11,1
3,1.133,5.15,2.84,0,3.3,113.4,1,12,51.0,13,5315.0,8,2,1
2,0.026,4.35,2.88,4,3.5,54.4,1,91,17.4,9,3680.0,17,9,0
5,0.042,4.96,2.58,7,2.1,137.8,1,62,24.2,22,4627.0,23,8,2
2,0.116,5.07,3.05,3,3.1,115.7,1,89,37.6,12,4077.0,6,7,0
4,0.092,5.15,2.87,6,4.7,157.5,2,61,49.3,20,1063.0,18,9,1
3,0.46,5.11,2.76,5,4.6,30.2,2,33,44.2,16,3001.0,22,10,2
2,0.046,5.03,3.31,3,2.5,74.3,3,63,55.7,11,133.0,23,1,1
2,0.189,4.5,3.1,4,2.8,97.9,2,89,41.9,10,2448.0,8,11,0
2,0.068,4.42,3.37,4,3.5,82.0,3,56,42.1,14,2417.0,10,12,1
2,0.108,4.63,2.88,2,3.4,83.2,2,37,31.3,14,5091.0,18,6,0
4,0.141,4.98,3.35,9,5.2,126.0,3,25,58.4,20,4321.0,0,3,2
2,0.159,5.4,3.63,6,2.2,104.1,2,60,14.0,19,4136.0,12,2,0
4,0.225,5.23,3.29,4,3.5,137.2,3,29,30.1,23,3280.0,3,5,1
5,1.265,4.32,2.92,8,5.7,108.3,4,51,44.4,16,5532.0,2,10,3
3,0.03,4.69,2.85,7,4.5,73.8,2,96,60.8,12,2651.0,0,8,1
5,0.264,3.82,3.06,10,3.3,98.8,1,63,46.0,22,2479.0,8,5,2
5,0.105,5.35,2.75,9,2.3,101.9,4,45,19.3,15,3951.0,0,10,2
4,0.44,5.2,3.18,4,2.5,82.2,2,65,61.5,24,3771.0,0,10,2
3,0.045,5.38,2.6,10,3.1,86.2,4,92,38.1,19,1946.0,14,6,2
2,0.095,4.38,3.26,6,3.1,32.3,1,83,54.7,12,2748.0,5,9,1
3,0.055,4.81,2.6,5,4.7,151.7,1,90,31.7,15,5488.0,21,8,1
2,0.138,5.36,2.56,4,2.2,71.7,4,3,29.3,10,4107.0,0,11,1
5,0.055,5.44,2.92,10,3.4,34.3,3,29,66.5,20,3004.0,8,1,2
2,0.327,4.73,3.01,3,3.7,114.7,2,75,46.7,6,1851.0,7,7,0
4,0.03,4.6,3.77,6,3.9,223.2,2,3,73.3,18,1589.0,20,11,1
2,0.087,5.67,2.94,6,2.1,176.9,4,56,44.1,9,1990.0,0,3,1
3,0.254,5.39,3.27,8,4.3,132.5,4,79,19.6,14,2706.0,0,1,2
2,0.072,3.92,2.71,6,2.6,76.1,1,36,77.6,5,4699.0,6,2,1
4,0.343,4.78,3.0,10,2.8,107.5,3,73,50.8,17,1911.0,6,6,2
3,0.074,4.78,3.01,7,3.1,35.2,3,45,49.5,18,3928.0,17,4,2
3,0.212,4.8,3.67,5,2.2,45.3,1,69,42.0,14,3752.0,9,3,1
2,0.033,4.73,2.96,1,2.9,94.5,3,42,38.9,12,3331.0,16,1,0
3,0.231,5.28,3.2,6,3.3,113.7,4,90,23.9,10,1324.0,6,5,2
3,0.068,3.95,3.23,7,4.0,169.2,4,33,51.9,11,3093.0,23,2,2
4,0.014,5.09,2.61,13,5.3,106.2,3,21,25.7,21,770.0,14,4,2
5,0.375,4.55,2.87,13,5.2,23.0,3,46,9.4,21,3276.0,0,1,3
5,0.99,4.24,2.66,8,2.1,113.7,1,91,102.8,23,5021.0,9,1,2
4,0.687,4.34,2.49,7,4.8,82.8,3,39,25.1,19,1783.0,9,5,2
4,0.025,5.69,2.89,6,2.8,213.6,3,29,33.4,19,980.0,6,6,2
4,0.032,5.38,3.25,8,6.0,113.8,2,5,76.5,30,2884.0,17,4,1
2,0.531,4.67,2.56,4,3.3,14.9,2,40,18.2,14,1221.0,5,8,2
3,0.158,4.89,3.07,4,4.7,52.8,2,79,42.4,17,3699.0,2,4,1
5,0.177,4.29,3.1,7,3.5,75.5,1,58,65.4,24,3623.0,18,11,2
4,0.459,4.27,2.64,7,4.1,43.3,4,5,11.9,25,1807.0,12,8,3
2,0.366,4.96,2.8,1,2.2,66.8,1,36,57.9,18,4018.0,12,12,0
2,0.0,4.47,2.5,4,2.1,109.6,3,24,50.9,11,1983.0,5,1,0
4,0.311,5.53,2.92,7,3.5,86.6,1,49,57.6,29,4796.0,16,5,2
5,0.137,5.58,3.27,10,2.0,143.5,4,16,36.7,30,3432.0,12,6,2
3,0.86,5.68,2.71,3,3.7,93.9,3,3,47.8,17,2681.0,14,7,2
3,0.288,4.27,2.73,4,2.1,149.6,4,82,63.6,14,5890.0,4,6,1
5,0.678,4.21,3.44,7,6.8,93.1,3,67,21.2,27,2708.0,4,8,3
3,0.125,4.46,3.17,6,4.8,34.8,3,67,87.1,25,1590.0,15,11,2
3,0.083,5.5,3.15,5,4.4,172.4,4,46,84.1,10,2092.0,3,11,1
5,0.368,4.59,2.98,8,6.1,153.4,4,5,93.3,24,3799.0,4,1,2
3,0.634,4.74,3.18,10,4.5,153.4,2,63,67.7,13,5101.0,12,11,2
3,0.053,3.88,2.71,5,2.9,113.5,1,14,41.3,11,3174.0,1,7,1
2,0.272,4.54,3.23,1,3.8,85.4,2,7,40.3,11,4954.0,22,10,0
3,0.081,4.63,3.1,3,4.0,120.7,2,45,63.5,18,1484.0,14,5,1
3,0.032,4.9,2.9,9,2.8,57.4,2,92,40.2,15,3562.0,10,1,1
2,0.023,5.44,3.35,3,2.6,134.7,1,64,32.7,12,5559.0,0,2,0
2,0.295,4.58,3.22,2,3.0,62.9,3,65,23.0,12,3857.0,10,9,0
2,0.067,3.94,3.04,7,2.8,64.2,4,2,33.8,10,4166.0,19,1,1
2,0.359,5.49,3.26,4,3.9,66.7,1,43,9.0,11,988.0,4,6,1
5,0.493,5.21,3.12,10,3.8,160.1,1,56,18.4,25,973.0,9,6,2
5,0.917,4.47,3.39,7,2.9,193.4,1,56,72.0,19,1294.0,6,8,2
2,0.085,5.25,2.66,2,2.3,24.6,1,35,28.9,7,3952.0,9,2,0
4,0.036,5.15,3.07,3,3.8,62.3,4,85,45.1,22,2111.0,10,10,2
4,0.089,5.51,2.7,9,3.4,100.6,3,38,86.6,18,3345.0,8,2,2
3,0.058,5.0,3.54,6,4.4,216.7,4,33,29.7,13,5863.0,10,9,2
2,0.07,5.37,3.07,3,3.9,83.9,1,34,50.6,7,1846.0,8,12,0
5,0.437,6.11,3.45,10,2.1,97.0,4,19,33.7,27,2170.0,21,6,3
2,0.06,4.4,3.43,2,2.2,189.5,2,76,31.4,10,4674.0,14,7,0
3,0.382,5.09,3.34,3,2.6,136.1,2,68,83.1,10,2538.0,7,3,1
2,0.038,5.64,2.67,8,2.5,189.2,3,91,12.0,10,5010.0,17,7,1
3,0.113,5.21,3.28,3,4.1,148.5,4,72,31.4,9,4293.0,4,4,1
3,0.09,4.58,3.36,6,2.1,95.7,2,45,56.6,17,2078.0,12,12,1
4,0.569,5.5,3.0,7,5.9,128.1,2,24,52.8,20,1219.0,17,1,2
2,0.25,5.91,3.33,2,4.0,74.1,3,96,42.2,9,1572.0,5,7,0
2,0.05,4.88,2.92,3,3.4,20.7,1,47,17.5,8,2606.0,9,1,1
5,0.77,5.4,2.33,7,5.7,48.9,2,9,29.0,24,3272.0,8,7,3
3,0.545,5.6,3.55,7,2.6,217.0,1,16,86.9,15,1392.0,22,11,2
3,0.117,5.69,3.03,9,2.9,57.4,3,94,14.6,13,3192.0,16,5,2
3,0.33,5.55,2.86,5,4.4,109.5,2,90,85.7,11,3643.0,7,6,1
2,0.265,3.97,3.22,1,2.6,198.3,4,92,45.1,13,952.0,6,4,0
3,0.021,4.55,2.42,6,4.8,82.3,2,51,18.5,19,4518.0,6,1,1
4,0.033,5.49,2.92,11,5.2,111.1,2,57,126.7,19,4467.0,11,12,2
3,0.635,4.85,3.06,6,4.3,83.6,1,90,33.7,19,4990.0,23,5,2
5,0.091,5.42,2.81,12,6.3,347.6,2,69,26.3,27,5107.0,20,6,2
2,0.02,5.17,3.51,2,3.1,31.4,1,53,38.8,6,5542.0,11,10,0
3,0.261,4.58,3.24,8,2.4,167.5,3,61,58.3,12,5143.0,14,3,1
4,0.232,5.77,2.99,7,3.7,91.7,1,36,38.4,23,1268.0,21,1,2
5,1.024,5.82,2.63,9,4.8,59.5,3,81,57.7,20,5632.0,6,2,3
4,1.319,5.15,3.55,10,5.0,93.5,2,18,20.2,27,4780.0,7,9,2
4,0.211,4.94,2.92,5,3.6,72.6,4,35,10.5,19,1287.0,15,3,2
3,0.233,5.33,2.85,7,3.8,85.7,1,98,22.1,15,2559.0,22,11,1
3,0.925,5.2,3.02,7,4.0,56.2,2,81,48.9,15,4132.0,23,5,2
4,0.219,5.14,2.9,10,3.9,23.6,1,38,30.4,13,4369.0,13,3,2
3,0.459,4.44,3.15,8,4.3,127.1,1,54,14.5,19,1726.0,5,11,1
4,0.812,4.7,2.81,12,5.1,97.3,2,67,42.0,29,4913.0,22,7,2
2,0.183,4.27,3.06,5,3.7,117.9,3,38,12.3,11,4879.0,5,10,0
4,0.044,4.64,2.88,6,2.4,117.7,1,17,44.6,23,3496.0,19,6,1
5,0.394,5.23,3.04,13,4.6,70.8,1,69,35.6,20,820.0,11,8,2
2,0.197,5.26,2.58,5,2.6,55.8,2,63,32.0,10,2483.0,1,2,0
5,2.207,6.13,2.83,10,6.2,79.5,3,36,49.0,28,3855.0,5,6,3
4,0.568,4.31,3.12,8,4.4,87.1,4,54,43.4,21,1552.0,18,6,3
2,0.031,5.4,3.06,6,2.2,60.1,2,92,34.7,14,2157.0,11,7,1
4,0.094,4.48,3.19,5,5.4,102.0,1,26,66.4,15,4672.0,2,11,1
2,0.596,4.5,2.89,4,4.0,72.1,3,53,67.0,2,1967.0,13,3,1
3,0.364,4.42,2.63,4,4.0,125.9,1,25,76.6,13,3781.0,21,11,1
4,0.997,5.05,3.19,9,5.5,118.7,3,98,31.1,16,4360.0,5,12,2
3,1.17,5.02,2.83,7,3.6,113.5,2,50,24.9,10,3983.0,9,11,2
5,0.967,4.89,3.07,8,5.4,88.4,4,61,70.2,34,5309.0,11,5,3
3,0.223,5.18,3.04,7,3.0,168.4,2,49,63.6,16,160.0,10,1,1
4,0.435,5.12,2.91,8,4.9,47.0,2,25,107.2,19,2711.0,20,7,2
3,0.54,4.25,3.01,8,3.3,39.6,3,58,41.9,20,3659.0,23,6,2
4,0.491,5.04,2.83,8,2.7,66.1,2,30,97.1,21,2744.0,0,12,2
2,0.108,4.73,3.36,4,3.9,101.0,3,7,57.7,9,4606.0,6,1,0
2,0.253,5.38,3.18,5,2.1,104.6,3,2,71.6,14,2026.0,7,6,0
4,0.207,5.21,3.28,7,2.7,218.6,4,89,70.0,28,4841.0,2,6,2
2,0.066,5.17,3.32,4,2.4,20.4,3,60,35.9,11,2800.0,18,8,1
2,0.17,5.36,3.33,2,2.7,152.7,4,35,66.3,10,4026.0,23,7,0
5,0.067,4.86,2.74,11,6.5,37.0,3,92,45.9,19,1885.0,1,2,3
3,0.303,5.92,2.92,6,3.1,154.4,4,92,36.5,13,1716.0,19,5,2
4,0.611,4.06,3.2,4,5.3,98.6,2,94,31.3,17,2214.0,13,6,2
4,1.662,3.93,2.84,12,4.6,120.9,3,13,48.1,16,2807.0,19,10,2
3,0.289,5.41,3.11,11,4.2,92.7,4,43,13.7,10,421.0,9,2,2
4,0.16,5.6,2.65,9,5.3,67.7,1,26,65.4,23,4826.0,22,4,2
3,0.415,5.38,3.51,9,3.6,121.5,2,29,26.0,13,4493.0,18,3,1
5,0.028,5.11,3.21,6,7.0,125.0,4,49,36.3,26,4318.0,23,6,2
3,0.056,5.68,2.99,14,4.5,74.0,4,55,42.6,20,4091.0,2,9,2
4,0.335,4.45,2.86,7,5.7,96.6,1,14,131.0,11,3063.0,3,2,2
5,0.054,4.99,3.13,12,2.2,88.9,4,17,83.5,15,2004.0,11,9,3
4,0.001,4.59,2.66,8,3.6,201.1,3,60,37.4,23,2232.0,22,4,2
4,0.212,4.84,3.27,7,2.9,173.9,1,67,26.7,13,1656.0,10,5,1
4,1.301,4.87,2.97,9,3.8,127.0,3,30,37.2,24,3296.0,12,1,2
3,0.457,5.1,2.6,6,4.9,89.6,2,80,66.0,18,631.0,1,11,2
3,0.046,4.31,3.16,5,4.5,46.3,2,59,85.7,16,915.0,9,7,1
4,0.268,5.19,3.42,5,2.2,47.3,1,16,57.1,15,5019.0,22,4,2
4,0.457,5.0,2.88,7,3.4,127.5,2,98,51.6,28,1572.0,22,12,2
5,1.787,5.1,3.47,10,6.9,203.2,4,56,78.9,25,449.0,16,8,3
4,0.37,5.19,3.0,6,5.8,50.2,2,92,36.3,11,421.0,20,10,2
5,0.061,4.75,2.69,12,6.3,82.4,3,10,14.2,19,1232.0,21,6,2
5,0.203,5.13,3.01,9,2.3,94.9,4,3,87.9,27,1110.0,5,2,2
3,0.295,4.39,2.85,9,2.8,14.8,2,45,73.9,11,4066.0,21,11,2
4,0.081,4.65,3.17,8,3.5,92.2,3,90,51.7,26,2507.0,21,6,2
2,0.252,5.49,3.1,3,4.0,180.1,3,32,15.4,12,3815.0,14,3,0
3,0.521,5.08,2.68,2,4.0,63.4,2,66,78.7,19,2507.0,5,1,1
3,0.212,5.11,3.74,6,2.6,94.9,4,61,28.8,10,5544.0,19,11,2
3,0.197,5.78,2.35,4,3.8,192.5,1,64,54.7,9,4127.0,17,11,1
2,0.016,4.87,3.39,4,3.2,32.0,4,1,18.2,9,3696.0,1,6,1
3,0.074,5.02,3.16,2,3.6,143.4,1,67,73.1,11,874.0,18,2,0
5,0.365,3.66,3.01,8,2.9,81.1,4,71,59.5,30,2163.0,12,5,3
3,0.018,4.9,2.7,9,3.4,115.5,2,72,33.7,15,1984.0,15,3,1
3,0.5,4.32,2.89,3,3.8,202.7,1,83,48.3,15,3849.0,1,5,1
3,0.373,5.28,2.68,5,4.4,65.1,4,6,29.5,21,5587.0,23,4,2
2,0.383,5.36,2.91,2,2.0,90.8,4,0,49.4,10,2491.0,11,1,1
2,0.132,5.76,3.12,3,2.5,47.7,3,27,56.0,11,3715.0,8,12,1
3,0.002,5.28,2.76,5,4.5,51.1,4,67,54.4,18,414.0,6,6,2
4,0.126,5.23,2.9,9,5.0,82.2,2,49,88.3,20,915.0,18,9,2
3,0.947,5.44,2.92,4,3.3,106.0,1,78,29.9,11,4480.0,16,6,1
4,0.103,4.97,2.84,7,3.4,112.2,2,23,39.5,21,4215.0,19,1,1
3,0.664,4.99,3.19,7,2.5,67.0,4,29,40.3,15,1676.0,13,5,2
2,0.307,5.33,3.45,3,2.1,181.8,4,25,58.2,12,1752.0,21,4,1
2,0.474,5.2,2.96,11,3.3,47.0,1,8,13.0,12,3066.0,18,5,2
2,0.226,5.71,3.15,3,3.8,133.1,1,66,25.6,9,3983.0,22,12,0
4,0.875,5.76,3.42,6,4.6,142.5,4,3,49.3,23,4654.0,22,2,2
5,0.103,5.01,2.75,12,6.3,184.1,1,27,27.0,29,719.0,6,7,2
2,0.269,4.18,3.07,1,3.2,133.9,1,76,49.4,11,4048.0,4,6,0
2,0.211,4.98,3.14,4,2.8,104.5,2,78,40.5,17,1881.0,11,7,0
2,0.119,4.89,3.07,1,2.4,102.6,1,22,71.1,8,1063.0,2,1,0
2,0.101,5.4,3.2,3,2.8,24.3,4,26,27.3,6,2252.0,8,6,1
4,0.271,4.78,2.93,9,5.1,57.3,2,79,48.9,17,1662.0,0,4,2
3,0.773,4.44,3.19,5,3.0,168.7,1,44,37.1,19,1525.0,10,11,1
4,0.573,5.05,3.06,7,3.6,215.6,1,3,31.3,14,2131.0,19,7,2
3,0.144,4.74,2.37,3,4.8,68.5,2,92,22.4,14,3040.0,12,10,1
4,0.127,5.45,2.58,8,2.4,102.0,3,12,5.6,23,2426.0,9,9,2
3,0.081,4.55,2.7,3,4.0,108.2,2,8,48.3,14,2668.0,18,1,1
3,0.087,4.91,3.47,4,2.2,68.8,4,13,27.2,11,154.0,7,8,2
3,0.36,5.32,3.03,9,4.8,130.3,1,89,56.4,14,847.0,19,3,1
3,0.326,5.43,2.57,6,4.3,336.1,4,22,13.0,21,1442.0,7,9,2
5,0.019,5.42,2.9,11,5.1,72.2,4,89,51.8,33,3388.0,0,9,3
2,0.563,4.8,2.77,3,3.1,82.9,4,52,23.2,11,914.0,15,11,2
2,0.118,4.43,2.68,2,3.7,78.3,2,89,21.6,15,2279.0,6,8,0
4,0.039,4.8,3.15,12,3.8,176.8,3,32,61.4,25,5585.0,8,8,2
3,0.054,5.2,2.69,7,2.4,110.2,3,39,41.6,10,2104.0,18,7,1
3,1.622,5.77,3.58,4,3.6,9.0,1,39,40.2,15,453.0,3,9,2
2,0.03,5.35,3.06,5,3.6,49.2,4,27,86.8,11,1900.0,5,9,1
4,0.643,5.54,2.91,7,4.5,50.5,4,74,51.6,16,1987.0,11,6,3
5,0.309,5.04,2.37,19,5.0,94.3,3,12,28.0,24,5108.0,12,4,3
4,0.109,5.15,3.54,7,5.5,68.2,2,58,56.8,20,5507.0,18,10,2
3,0.287,3.88,2.61,6,3.4,91.6,2,51,40.9,14,3252.0,13,9,1
3,0.265,4.9,3.17,11,3.2,61.1,3,73,25.6,17,4746.0,10,1,2
3,0.164,4.78,3.13,2,4.8,71.0,3,91,90.3,16,2999.0,16,9,1
4,1.061,4.93,2.9,6,5.8,121.6,2,1,53.2,14,2981.0,16,3,2
3,0.043,5.19,3.29,6,4.2,81.3,3,20,76.7,10,2181.0,3,7,2
2,0.085,5.16,3.26,5,2.8,167.0,2,17,76.8,12,2349.0,11,12,0
3,0.127,5.59,2.75,6,4.5,100.5,4,16,44.3,8,3405.0,9,3,2
5,0.101,5.12,2.64,6,5.1,134.1,4,58,43.2,28,2369.0,2,7,2
2,0.018,5.24,3.35,3,3.8,110.2,3,67,54.1,12,949.0,22,6,0
2,0.322,4.49,3.11,5,3.0,182.1,4,98,36.3,14,1782.0,4,10,1
2,0.031,4.6,2.64,6,3.8,69.2,2,78,48.1,7,5139.0,23,12,1
4,0.395,4.51,2.75,6,5.7,86.9,4,19,40.8,28,3198.0,0,9,2
4,0.132,5.65,3.08,7,4.5,62.5,2,84,60.6,26,1230.0,22,12,2
2,0.03,4.6,3.2,3,3.5,75.8,2,78,66.4,10,4795.0,5,12,0
2,0.275,4.48,2.81,5,4.0,79.5,4,30,48.4,12,4780.0,8,8,1
2,0.017,5.76,2.82,4,2.1,73.3,2,26,91.1,10,1928.0,5,6,0
2,0.021,5.22,2.71,2,3.5,90.9,1,34,41.0,9,4710.0,19,5,0
3,0.133,5.6,2.73,5,2.2,90.1,2,0,17.8,14,3165.0,0,9,1
4,0.532,4.81,3.2,4,5.7,86.2,1,28,12.2,17,4083.0,2,2,2
2,0.047,4.47,2.66,4,3.4,166.3,4,20,47.7,8,3015.0,10,11,1
2,0.029,5.96,3.56,4,2.9,52.4,3,16,15.0,13,5071.0,8,10,1
3,0.069,5.12,2.8,4,4.8,187.8,4,97,70.5,12,2807.0,21,7,1
2,0.019,5.46,2.8,1,3.2,90.2,4,86,125.2,13,2972.0,2,1,1
4,0.011,4.58,2.74,7,5.6,112.1,3,16,51.4,19,3870.0,8,11,2
3,0.243,5.55,2.71,4,3.7,105.5,2,18,63.8,15,3595.0,23,2,1
4,0.239,4.05,3.34,9,2.3,112.4,4,22,42.0,20,3031.0,0,12,2
4,0.131,5.02,3.26,9,2.6,107.4,1,31,45.2,13,3689.0,14,8,1
5,0.795,4.99,2.54,9,6.5,98.7,4,57,27.6,26,125.0,23,6,3
4,0.057,5.11,3.22,8,3.0,86.4,3,38,23.0,20,3206.0,17,10,2
3,0.102,4.51,2.86,4,2.6,65.3,3,95,28.3,15,1788.0,14,11,1
2,0.363,5.48,3.02,3,3.1,122.8,4,10,58.0,13,761.0,14,5,1
3,0.251,5.92,3.02,4,4.3,44.2,4,56,29.1,16,3451.0,9,12,2
3,0.042,5.78,3.32,7,3.1,142.7,3,28,29.0,15,4639.0,20,11,1
4,0.209,4.68,3.11,11,2.4,46.7,4,57,23.0,18,4227.0,12,11,3
2,0.114,5.21,2.99,7,2.3,73.3,4,86,8.8,13,2245.0,18,10,1
2,0.315,4.82,3.25,4,3.6,101.2,1,98,15.2,13,4826.0,5,12,0
3,0.21,5.43,3.12,8,2.3,89.6,1,40,137.7,10,2213.0,4,11,1
4,0.069,5.03,2.58,13,4.8,26.3,1,12,18.3,14,2447.0,17,7,2
2,0.158,5.13,2.92,0,3.1,67.5,4,92,13.3,13,2688.0,23,12,1
2,0.091,4.84,2.85,6,3.2,128.1,1,80,28.8,7,2174.0,6,10,0
4,0.093,6.08,2.8,6,3.3,25.1,1,49,38.5,16,2998.0,15,4,2
2,0.235,4.95,2.91,9,2.5,49.2,1,12,61.3,10,4339.0,15,12,1
3,0.493,4.45,2.69,6,3.2,209.7,4,96,19.0,16,2163.0,7,11,2
3,0.016,5.14,3.72,8,3.7,126.4,4,6,31.1,8,1768.0,17,6,2
3,0.262,4.85,3.16,4,4.5,137.7,2,44,90.4,18,3434.0,6,2,1
4,0.226,4.4,3.13,8,4.2,126.5,1,93,30.5,26,732.0,13,5,1
3,0.352,4.87,2.83,5,2.0,77.2,2,6,52.8,20,4120.0,2,4,1
4,1.312,4.63,3.26,9,4.5,211.5,3,98,21.5,17,4588.0,7,5,2
3,0.524,4.72,3.51,5,3.5,107.4,2,82,19.4,18,1024.0,18,7,1
4,0.012,5.46,3.05,7,4.9,39.9,3,66,70.9,20,2811.0,4,8,2
5,0.103,4.74,2.61,9,2.8,73.1,4,48,50.9,20,5197.0,20,8,2
3,0.5,5.16,2.81,6,4.2,35.5,1,57,25.4,12,3837.0,3,8,2
3,0.078,4.85,3.48,10,2.3,117.6,4,65,34.9,18,2006.0,22,1,2
3,0.88,5.29,2.87,6,3.6,43.0,4,92,22.6,13,3203.0,12,7,3
4,0.24,4.72,3.29,8,5.3,99.9,4,38,21.3,24,1270.0,15,9,2
2,0.146,4.98,3.57,4,3.3,88.6,1,52,77.9,10,2995.0,18,9,0
5,0.189,5.39,3.07,7,4.2,38.6,2,21,36.1,24,1982.0,18,6,2
5,0.526,5.33,2.63,4,2.8,53.4,2,57,48.0,22,3441.0,16,10,2
2,0.106,4.88,3.34,1,3.2,78.3,3,3,52.1,12,5221.0,7,6,0
4,0.181,5.48,2.57,7,5.5,172.0,3,89,16.1,15,4180.0,13,6,2
4,0.825,4.36,2.89,3,2.0,101.0,4,72,64.3,26,2049.0,18,5,2
4,0.081,4.89,3.03,8,4.9,52.0,3,25,30.6,18,3282.0,16,1,2
4,0.097,5.2,3.08,7,5.0,55.8,2,84,56.1,20,3307.0,9,4,2
2,0.279,4.65,2.89,7,3.0,74.6,4,96,30.8,5,1474.0,3,8,1
4,0.192,5.36,3.46,12,2.5,65.7,1,65,39.3,19,5333.0,9,1,2
3,0.784,5.67,3.16,4,4.6,161.8,3,29,31.0,15,4216.0,13,8,2
3,0.492,5.09,2.79,6,2.6,86.1,2,18,52.3,13,4266.0,6,3,2
5,0.927,5.15,2.79,7,3.3,44.5,3,46,110.1,20,934.0,12,2,3
3,1.328,4.95,2.82,8,3.8,221.8,1,70,29.4,8,1070.0,19,6,2
2,0.056,4.76,2.84,5,2.3,64.0,4,7,76.3,17,3289.0,5,3,1
