slope_angle_deg,rainfall_24h_mm,rainfall_7d_mm,soil_moisture_percent,soil_cohesion_kpa,soil_friction_angle,vegetation_cover_pct,elevation_m,historical_landslides,soil_type,deforestation,groundwater_depth_m,seismic_activity,month,risk_level
53.0,46.2,85.0,75.3,31.7,35.2,53.8,1689.5,5,3,0,7.6,0,2,2
16.1,55.3,164.1,83.7,33.3,22.9,86.1,233.7,1,4,0,22.3,0,3,2
24.9,218.6,652.5,95.0,14.1,20.3,50.1,1799.9,2,4,0,3.2,0,7,2
25.8,217.3,455.5,95.0,25.5,26.5,28.9,474.9,2,3,1,20.2,1,7,3
51.7,40.5,94.3,74.8,7.4,24.4,46.3,2897.4,0,3,0,26.3,0,11,2
90.6,137.1,667.5,95.0,29.7,44.9,55.8,1045.8,2,2,0,19.9,0,8,2
69.3,26.9,45.5,49.5,10.6,34.2,87.5,1843.9,1,3,0,13.0,0,1,1
24.0,65.8,179.8,82.8,36.0,18.4,22.0,2897.7,1,4,1,6.6,0,1,2
37.0,44.1,101.8,69.6,31.3,42.9,5.6,1879.7,1,1,1,17.4,0,2,1
92.4,390.4,1341.8,95.0,29.8,38.2,45.7,710.1,1,4,0,19.6,0,6,3
70.3,16.7,39.6,60.8,39.0,32.5,25.4,450.4,2,3,1,13.8,1,12,2
84.6,5.9,14.9,33.4,44.3,30.3,25.8,2742.2,3,3,1,16.0,0,5,1
36.1,145.6,706.3,95.0,19.6,17.0,20.2,2787.5,1,1,1,12.3,0,8,2
42.4,22.0,63.7,57.9,14.9,26.0,11.6,2400.7,6,1,1,16.0,0,1,1
63.3,14.2,25.5,56.2,30.6,22.6,95.8,1833.9,3,4,0,10.4,0,11,2
73.6,49.8,85.5,57.2,24.1,27.5,46.4,905.7,1,5,0,15.1,1,3,2
17.9,38.2,79.2,59.2,39.8,33.1,89.8,1607.2,1,3,0,15.1,1,2,1
34.0,372.8,1812.5,95.0,38.1,23.4,45.5,882.1,4,3,0,24.4,1,9,3
57.1,50.2,66.2,70.4,46.5,21.7,60.7,654.5,4,5,0,9.0,0,12,2
68.4,36.9,96.1,57.6,23.1,37.5,82.3,976.8,1,3,0,12.2,0,12,1
51.5,177.3,610.9,95.0,21.5,36.4,63.2,1859.2,2,3,0,25.3,0,9,3
58.4,71.7,213.2,68.8,20.5,23.3,99.4,2590.1,3,3,0,7.1,0,4,2
48.2,27.5,43.1,66.6,47.7,19.7,92.2,1951.3,2,4,0,23.5,0,11,2
32.8,105.7,384.7,91.0,5.9,27.5,87.6,2428.8,2,3,0,19.5,0,7,2
58.2,38.8,50.7,56.1,8.9,36.1,21.2,2465.8,3,4,1,6.1,0,12,2
72.3,30.1,57.2,74.7,40.7,42.8,47.4,2451.3,3,1,0,14.4,0,10,1
37.5,17.7,31.2,52.0,23.8,32.3,46.5,423.4,3,2,0,19.5,0,5,0
34.0,43.2,104.1,67.8,18.3,30.7,99.1,1268.9,2,5,0,20.8,0,4,1
80.4,22.8,75.8,44.7,23.7,33.9,60.5,2099.8,1,4,0,6.1,0,7,1
40.5,52.1,180.7,62.8,44.1,37.1,76.6,1590.1,1,4,0,16.8,0,9,2
112.6,56.9,156.7,79.9,49.0,17.8,25.1,507.7,3,2,1,7.7,0,4,2
22.6,201.3,853.9,95.0,34.5,19.3,83.7,297.6,4,2,0,32.6,0,7,2
38.8,76.3,87.5,70.8,13.0,24.5,53.6,2715.5,2,5,0,25.1,0,12,2
69.6,41.0,104.2,75.0,38.5,39.5,57.8,163.6,3,2,0,7.3,0,2,1
57.3,29.2,40.4,50.2,25.6,21.8,18.1,521.9,2,5,1,13.7,0,12,2
28.4,44.2,106.7,64.2,10.0,25.3,83.5,1810.6,5,2,0,31.5,1,11,1
21.9,101.4,260.9,92.5,27.2,38.2,55.2,1470.9,2,3,0,6.9,0,4,2
64.7,29.6,44.3,69.3,31.9,16.9,21.5,779.5,3,3,1,25.3,0,11,2
70.4,50.8,104.6,66.6,5.3,35.2,45.5,377.3,2,4,0,9.9,0,5,2
55.6,124.4,426.2,95.0,21.1,27.4,5.5,1925.8,1,2,1,18.3,0,7,3
20.8,23.4,42.6,48.9,49.9,24.6,22.0,2333.3,1,2,1,12.5,0,1,0
73.6,19.0,27.6,46.4,39.2,30.2,38.0,102.2,1,4,0,9.8,0,5,2
17.5,4.7,7.9,49.6,45.6,38.3,86.7,2775.1,1,5,0,12.5,0,3,0
58.8,54.3,214.9,71.2,15.2,17.8,95.9,2096.5,2,3,0,7.2,0,9,2
61.3,56.8,141.1,74.8,47.7,45.0,59.0,383.0,2,4,0,20.0,0,4,2
68.7,68.9,128.9,79.2,22.3,32.3,65.0,599.4,6,3,0,13.1,0,4,2
38.3,29.1,68.6,73.7,44.4,19.3,44.7,792.7,0,4,0,22.3,0,3,2
36.9,22.5,52.5,54.6,20.6,21.8,5.4,1035.3,2,3,1,9.6,0,10,1
29.5,48.9,75.2,68.7,12.1,27.5,92.7,2672.9,2,5,0,3.2,0,1,1
97.5,42.6,78.0,51.8,39.0,20.3,18.1,262.7,2,3,1,23.3,1,1,2
22.2,44.5,126.2,55.5,12.7,19.8,23.0,2278.3,2,3,1,13.3,0,3,1
58.0,187.3,676.0,95.0,22.5,19.6,3.5,1914.4,0,3,1,15.4,0,6,3
75.5,10.6,31.6,54.3,30.4,25.7,45.3,1393.0,1,5,0,11.3,1,4,2
81.8,34.5,79.0,76.0,49.4,15.9,53.1,1515.1,4,4,0,15.9,0,5,2
25.4,192.5,499.8,95.0,19.4,25.4,40.8,1732.9,5,3,0,13.1,0,8,2
41.3,87.0,181.8,75.7,27.9,28.5,81.3,1194.5,3,4,0,8.7,0,9,2
23.5,58.2,142.8,64.0,44.1,42.2,95.4,351.0,0,2,0,20.6,0,6,0
52.1,138.9,332.4,95.0,16.9,15.6,16.0,682.8,1,5,1,13.7,0,6,3
18.5,162.8,358.4,95.0,35.6,35.8,37.0,1457.6,4,3,0,23.7,0,6,2
52.6,109.1,347.5,95.0,34.7,28.6,63.9,934.2,0,1,0,17.0,1,6,3
61.0,57.9,136.6,83.2,45.7,34.0,62.3,2218.5,1,4,0,5.3,0,4,2
45.3,11.7,15.7,46.3,6.7,16.3,91.5,2686.7,2,2,0,12.2,0,12,1
109.8,142.6,547.8,95.0,13.4,42.9,92.2,1189.5,4,4,0,7.7,0,7,3
22.4,205.1,641.5,95.0,13.8,27.6,37.7,878.1,1,1,0,24.2,0,8,2
63.7,54.0,62.6,63.1,36.2,42.5,2.4,1667.1,0,5,1,18.1,0,11,2
50.8,135.5,488.3,95.0,21.3,27.5,44.9,2530.6,3,4,0,14.9,0,7,3
57.6,52.4,88.1,75.6,47.5,44.9,53.7,1868.8,3,1,0,6.6,0,2,2
62.0,3.6,9.5,36.4,5.7,16.8,74.2,2305.2,1,3,0,19.1,0,5,1
26.5,97.0,194.4,79.2,29.1,15.3,80.4,953.9,0,3,0,25.6,0,9,2
69.0,48.8,106.5,56.6,20.2,34.0,21.1,113.1,2,4,1,19.4,1,2,2
61.1,30.8,75.2,60.0,19.3,37.5,47.4,1611.5,1,5,0,7.0,0,1,2
10.4,234.1,956.3,95.0,39.4,42.6,82.3,189.1,5,4,0,21.9,1,7,3
75.4,23.1,31.5,44.4,14.1,36.9,61.3,480.3,3,2,0,5.2,0,10,1
30.6,57.5,92.2,74.1,31.8,39.2,2.8,2629.0,2,4,1,20.6,1,2,2
68.1,12.0,32.6,63.0,13.1,38.8,3.8,1389.5,0,3,1,23.7,0,2,2
19.4,31.3,81.9,68.3,26.3,29.8,70.2,1555.4,0,3,0,16.7,0,10,0
78.0,184.4,877.0,95.0,11.2,27.7,14.1,239.0,1,5,1,22.6,0,9,3
56.0,24.4,55.9,62.1,40.4,35.6,56.1,1485.9,2,5,0,21.3,0,12,2
89.2,43.2,63.4,74.6,40.1,35.6,14.5,642.5,3,2,1,8.7,0,2,2
28.9,64.8,140.6,81.6,12.3,30.7,89.5,1217.8,0,1,0,21.4,1,2,2
60.9,55.7,87.9,66.4,43.5,17.7,84.3,1832.7,0,5,0,6.9,0,2,2
41.7,40.1,79.6,58.9,31.0,19.8,15.8,1345.0,1,2,1,18.8,0,10,1
33.2,37.5,41.4,56.3,39.5,32.2,0.1,1845.0,0,2,1,32.6,0,11,1
40.8,396.9,1363.4,95.0,14.1,20.9,65.1,1161.8,5,4,0,18.6,0,6,3
89.3,151.2,734.0,95.0,23.9,20.9,9.9,2901.0,2,2,1,27.6,0,8,3
46.0,22.6,48.7,66.2,15.9,32.5,75.1,2984.2,4,4,0,19.1,1,3,2
23.1,36.4,78.0,65.8,46.4,36.8,99.0,1241.8,1,5,0,15.6,0,2,1
61.0,17.8,32.6,51.5,40.6,40.5,69.0,1157.6,5,4,0,14.8,0,4,1
35.1,227.4,1119.0,95.0,39.6,22.8,91.2,2386.6,1,4,0,19.3,0,9,3
35.1,14.9,39.6,63.1,30.0,28.3,87.1,2200.3,1,3,0,10.6,0,10,1
27.9,166.5,695.0,95.0,10.0,25.0,80.5,1752.2,3,2,0,10.6,0,6,2
31.3,155.6,667.3,95.0,44.6,23.5,55.1,835.9,1,3,0,24.2,0,8,2
36.7,21.8,65.0,62.4,14.8,36.6,25.8,1874.5,0,2,1,2.6,1,4,2
45.7,132.4,622.4,95.0,43.3,24.0,3.0,1149.4,2,1,1,16.1,0,7,3
60.9,27.4,65.6,59.9,38.5,33.1,47.0,1601.1,1,1,0,13.2,0,3,1
96.5,52.5,100.9,73.5,34.9,15.0,65.2,541.4,3,5,0,8.2,0,3,2
59.6,33.4,45.5,61.4,36.7,36.9,53.5,1928.8,3,4,0,6.2,0,1,2
36.2,147.2,696.9,95.0,29.9,44.3,67.7,1343.7,0,3,0,15.7,0,9,2
37.2,57.7,217.3,61.7,25.2,43.9,54.3,1460.8,0,4,0,16.6,1,8,2
51.5,59.5,80.0,79.0,30.5,21.9,30.9,748.8,1,2,0,13.6,1,3,2
82.5,37.3,84.2,76.5,22.5,16.1,18.0,2884.9,2,1,1,10.9,0,10,2
111.8,34.0,76.4,47.8,32.4,22.1,77.3,2344.7,4,5,0,5.7,0,12,1
31.4,51.4,154.0,79.0,45.2,27.5,89.7,953.8,1,2,0,10.0,0,8,1
52.3,48.9,84.4,62.3,24.0,24.1,54.9,135.0,2,5,0,17.0,0,2,2
12.6,229.1,681.0,95.0,37.0,36.2,54.8,1518.2,4,4,0,27.6,0,9,2
47.2,59.1,84.9,89.1,41.3,27.1,49.0,362.5,3,1,0,12.5,1,12,2
24.3,43.8,103.5,54.1,24.0,27.2,88.2,2261.7,4,1,0,13.6,0,12,0
22.7,47.2,61.1,70.1,39.9,40.7,88.7,1709.7,1,3,0,22.3,0,1,1
61.1,123.6,403.5,95.0,11.2,32.9,60.6,2944.8,4,1,0,16.1,1,6,3
60.5,16.8,21.5,59.5,13.2,31.7,12.0,1797.9,3,3,1,1.6,0,11,2
81.0,55.3,66.0,77.1,41.2,18.6,64.7,2511.7,1,1,0,15.4,0,11,2
12.9,20.4,24.8,52.7,45.1,25.0,41.4,2291.8,4,3,0,2.5,0,10,0
23.6,26.1,28.7,62.6,16.2,37.7,4.0,1076.7,1,5,1,3.7,1,10,2
37.3,39.6,50.6,51.2,25.6,22.2,80.6,503.9,5,5,0,10.2,0,1,1
54.8,20.2,44.1,44.4,31.7,41.2,68.8,1579.8,2,5,0,21.0,0,12,1
11.0,269.5,648.3,95.0,39.3,25.5,25.6,345.0,2,3,1,21.1,0,7,2
13.5,56.6,135.4,65.5,46.4,35.8,13.6,2216.6,0,4,1,24.9,0,11,1
116.2,35.5,89.9,51.2,25.4,36.8,39.9,1151.2,1,4,0,23.7,0,3,2
70.3,42.5,75.1,53.7,41.4,38.2,62.1,1489.2,3,3,0,14.0,0,3,1
57.2,42.8,42.9,55.3,42.5,38.6,1.7,143.0,2,5,1,19.8,0,5,2
37.7,16.1,44.0,52.9,44.6,35.5,45.5,2791.0,0,4,0,39.8,0,3,1
20.1,123.5,579.7,95.0,25.9,23.3,29.7,2118.4,3,3,1,4.6,1,9,3
59.6,239.0,1158.0,95.0,44.7,31.5,98.2,1796.7,0,4,0,17.0,0,6,3
47.6,62.7,66.7,69.7,12.2,33.3,17.7,1010.0,1,2,1,10.4,1,3,2
107.6,59.3,147.2,72.1,32.0,28.8,30.2,526.2,4,5,0,18.2,0,12,2
62.3,411.3,1575.3,95.0,44.9,33.2,22.9,263.0,4,4,1,11.4,0,9,3
20.7,64.2,101.4,78.9,43.0,22.8,25.9,2658.2,6,2,1,28.7,0,4,1
42.7,32.5,45.9,68.3,28.5,42.0,24.9,646.1,2,2,1,8.5,0,12,1
68.8,50.4,145.8,76.6,30.4,41.9,75.0,1865.7,2,2,0,28.6,0,1,2
76.3,68.4,141.2,80.0,45.7,31.3,81.9,2509.6,4,2,0,4.8,1,10,2
39.9,41.4,63.9,66.8,20.5,23.8,44.1,1534.5,2,4,0,12.5,0,2,1
62.2,42.0,66.5,59.8,24.6,27.7,27.0,2560.1,3,2,1,7.1,0,5,1
46.1,50.1,57.1,82.0,43.2,21.2,41.2,279.2,0,3,0,18.3,0,2,2
44.6,23.4,30.1,46.2,8.8,42.5,90.7,2751.2,3,1,0,23.0,0,2,0
41.9,41.8,62.2,69.3,31.8,22.3,8.0,827.7,2,5,1,24.5,0,4,2
55.9,62.3,75.9,74.2,46.6,41.8,88.4,2038.2,3,3,0,20.2,0,1,2
61.9,332.3,1520.9,95.0,21.3,21.3,17.1,2657.2,2,5,1,16.3,0,8,3
56.8,8.3,18.3,53.5,25.8,20.3,28.0,872.1,1,1,1,4.9,0,12,1
41.9,40.7,49.0,72.3,24.3,34.4,90.4,2179.3,3,3,0,25.5,0,1,1
62.4,10.8,30.3,60.2,22.0,31.7,49.3,726.2,1,3,0,19.5,0,10,1
97.3,86.6,284.5,95.0,22.1,41.1,17.7,1202.1,0,1,1,19.5,1,7,3
52.4,43.7,130.6,59.5,18.3,17.0,5.0,1287.3,5,4,1,19.4,0,11,2
31.7,35.1,47.9,50.8,32.0,27.1,78.8,2206.9,2,2,0,19.7,0,2,0
62.5,392.8,1347.7,95.0,40.0,42.7,2.2,732.5,1,3,1,21.3,0,8,3
131.6,87.8,199.9,93.8,5.5,23.8,76.7,1460.6,2,3,0,14.0,0,8,2
37.6,26.0,76.7,43.5,36.1,15.9,86.2,669.6,2,1,0,13.4,0,12,0
20.0,33.6,66.5,49.9,26.2,30.0,91.2,2851.3,2,4,0,12.2,0,2,0
28.6,29.2,56.6,68.7,43.3,33.2,36.1,1993.2,1,2,0,23.0,0,11,1
69.2,17.1,42.7,59.4,27.3,27.1,66.7,2130.3,1,5,0,26.8,1,4,2
19.0,29.6,59.1,47.3,15.8,44.9,61.9,1986.8,3,3,0,31.0,1,10,1
18.3,222.6,1106.0,95.0,37.9,42.8,50.0,1204.7,6,2,0,20.5,0,6,2
24.3,142.7,701.6,95.0,21.4,29.2,47.7,1898.7,1,4,0,23.4,0,6,2
23.2,49.1,145.5,65.0,28.7,45.0,4.1,1856.0,2,2,1,6.9,0,2,1
34.0,7.5,9.8,61.6,48.1,37.0,4.8,1846.8,3,5,1,21.7,0,3,2
9.5,74.2,287.0,76.3,13.9,31.9,49.1,1292.2,1,2,0,31.2,0,7,1
32.2,196.9,876.4,95.0,41.5,18.1,90.7,2935.7,0,5,0,24.2,0,7,3
97.3,106.4,414.1,86.9,14.1,17.8,61.3,2573.0,4,4,0,11.1,0,8,3
66.2,39.7,87.1,63.6,32.2,35.3,77.9,1084.7,0,5,0,13.2,0,12,2
46.2,83.6,219.0,94.6,10.8,32.4,17.1,672.5,0,3,1,11.0,0,9,3
45.6,118.4,368.6,95.0,42.3,36.3,82.7,630.3,2,3,0,17.0,0,7,3
76.2,49.3,109.3,59.7,19.3,24.8,42.2,1835.2,2,3,0,6.5,0,10,1
45.0,27.7,61.8,67.2,29.7,37.7,96.5,1292.0,2,2,0,12.8,0,4,1
42.1,28.3,34.8,66.5,6.8,35.1,51.7,2565.6,1,2,0,12.3,0,12,1
66.9,113.5,310.6,95.0,10.8,44.5,11.1,1855.4,2,3,1,13.8,0,7,3
78.0,35.0,86.0,75.0,35.1,40.5,3.2,685.2,3,3,1,5.1,0,4,2
74.7,46.2,108.1,66.9,15.6,37.7,49.9,1235.5,1,4,0,10.0,1,10,2
28.6,22.1,64.9,58.6,45.3,26.9,22.2,2652.5,0,4,1,13.5,0,5,1
61.3,15.6,24.7,40.3,38.0,25.0,3.6,2014.8,2,3,1,23.3,1,1,2
37.4,57.5,135.7,77.8,34.4,27.0,72.2,2693.3,1,3,0,12.8,0,12,2
61.5,108.6,498.8,95.0,18.0,38.5,42.1,2830.6,0,4,0,21.4,0,8,3
10.7,30.0,49.4,63.8,43.4,40.5,40.3,1058.6,1,2,0,15.3,1,5,0
14.5,31.2,36.1,45.7,20.2,28.3,69.0,2940.4,3,3,0,22.1,0,1,0
30.7,14.9,35.7,56.6,11.9,17.4,25.9,274.5,2,5,1,3.4,0,3,1
30.3,45.5,53.5,70.1,13.4,18.6,48.5,1825.7,3,4,0,29.2,0,10,1
29.5,176.8,825.3,95.0,22.0,25.3,90.4,2035.7,0,2,0,20.6,0,7,2
61.4,7.2,19.0,45.9,5.4,38.9,91.6,1963.0,2,5,0,16.4,0,12,1
29.3,16.5,17.4,65.2,36.8,41.0,79.2,1243.9,1,4,0,31.9,0,10,1
24.8,193.3,819.2,95.0,41.3,32.4,43.1,1161.8,2,5,0,10.9,0,8,2
14.5,34.9,70.4,66.2,41.6,21.3,37.8,477.2,2,3,0,12.6,0,1,0
21.1,63.5,182.7,64.8,23.1,43.3,19.5,2936.3,2,5,1,7.8,0,9,2
44.7,213.6,656.0,95.0,7.9,44.5,35.5,2087.3,4,2,0,6.2,0,7,3
51.2,56.3,57.4,58.3,28.2,37.0,4.5,2449.4,0,4,1,8.1,0,12,2
39.5,612.4,2427.9,95.0,10.9,17.4,14.2,2193.9,2,3,1,7.2,0,8,3
67.3,19.9,37.8,57.4,21.0,42.8,9.2,1324.7,2,3,1,29.6,1,10,2
27.9,65.5,180.8,67.7,19.4,18.7,50.1,787.2,1,3,0,5.2,0,1,1
64.3,49.2,146.2,57.0,21.2,43.4,53.2,2371.8,1,5,0,22.5,0,4,2
25.2,37.2,61.3,66.9,24.3,22.8,66.3,2113.1,3,4,0,25.5,0,1,1
24.5,72.7,124.7,72.7,7.6,21.9,25.8,1798.2,1,3,1,14.0,0,2,1
57.3,20.4,44.2,58.1,44.2,15.9,92.4,2618.9,1,4,0,7.5,1,11,2
49.7,78.5,337.7,69.4,42.1,19.3,30.9,1167.0,2,3,0,10.1,0,9,2
26.5,61.8,104.4,86.7,43.9,24.5,96.4,265.0,2,4,0,19.2,1,4,2
59.5,339.6,883.8,95.0,34.7,27.2,4.9,2714.9,0,4,1,13.0,0,6,3
47.4,42.5,107.0,57.8,44.2,21.1,4.7,1510.3,0,1,1,19.7,1,9,2
34.3,22.5,56.4,55.6,44.3,24.3,76.6,170.4,5,3,0,20.5,0,11,1
46.5,19.4,31.2,45.2,25.2,37.4,66.0,2627.4,0,4,0,24.0,0,3,1
57.5,135.5,449.1,95.0,39.7,31.4,69.0,2078.3,4,4,0,13.8,1,6,3
45.6,20.1,56.7,42.8,9.1,38.1,25.1,1640.1,2,3,1,10.4,0,10,1
65.6,37.0,74.2,50.0,24.3,37.0,68.4,224.6,3,3,0,7.8,0,10,1
62.6,75.0,185.8,82.8,24.0,27.5,55.8,2323.9,4,4,0,12.2,0,4,2
57.4,36.6,85.2,74.2,13.4,29.4,90.6,2859.7,2,5,0,11.3,0,3,2
85.1,45.4,109.4,78.6,7.0,31.1,75.4,2952.1,3,2,0,17.3,0,4,1
75.6,49.2,72.7,84.3,31.3,26.6,35.2,2030.3,2,2,0,3.3,0,1,2
40.1,7.1,20.4,51.2,12.4,20.6,91.6,723.1,0,5,0,18.9,0,5,1
64.7,16.6,18.3,65.9,44.7,35.5,91.6,936.2,0,4,0,24.6,0,12,2
86.7,36.2,89.4,60.8,23.3,40.5,70.7,2186.4,1,3,0,21.4,0,10,1
58.7,52.7,83.1,77.7,36.5,44.7,31.1,1600.9,2,3,0,18.0,0,3,2
37.8,34.6,90.3,60.8,7.7,44.4,94.5,870.0,1,4,0,13.2,1,1,2
55.5,39.4,116.8,52.6,27.8,41.9,44.0,1877.9,3,5,0,15.5,1,2,2
59.6,101.1,413.4,95.0,29.0,31.2,27.8,1731.3,4,4,1,14.9,1,7,3
33.3,71.6,125.4,68.9,31.2,20.5,84.0,2487.9,1,3,0,14.8,0,4,1
102.9,31.2,57.8,70.8,38.0,32.4,23.7,1507.7,1,2,1,19.1,0,10,2
109.7,71.9,336.4,80.9,8.8,20.4,77.2,427.6,2,5,0,12.3,0,9,2
51.4,20.3,48.0,68.4,23.0,29.7,70.0,2653.3,5,5,0,13.6,0,3,2
24.1,19.9,33.0,52.7,15.4,38.1,18.9,2425.8,2,2,1,18.6,0,12,0
67.3,100.7,275.2,95.0,14.6,44.6,54.9,514.9,2,3,0,13.8,0,7,2
54.2,70.0,114.8,91.7,32.5,18.0,74.4,1333.6,4,4,0,16.6,1,11,3
45.1,20.1,60.2,69.3,9.0,22.2,78.0,1936.1,0,1,0,10.1,1,4,2
27.6,378.4,991.5,95.0,37.3,25.5,83.2,1288.9,2,3,0,9.9,0,9,2
71.1,198.0,905.9,95.0,48.6,19.9,25.9,2209.4,2,1,1,22.9,0,6,3
48.1,134.3,347.0,95.0,35.6,29.2,15.9,2248.4,3,5,1,24.3,0,7,3
68.5,26.7,72.5,51.3,12.0,31.5,24.7,2319.8,2,3,1,18.2,0,4,1
76.2,56.0,65.1,74.7,15.6,20.5,23.8,1075.1,3,4,1,16.5,0,12,2
30.0,39.1,50.9,58.7,33.1,16.9,33.2,1009.0,0,3,0,21.7,0,1,1
23.6,177.7,713.3,95.0,12.5,18.4,4.8,712.3,5,1,1,20.6,0,8,2
16.2,214.4,960.4,95.0,33.6,23.9,57.9,488.3,2,3,0,17.5,0,7,2
20.8,241.1,673.0,95.0,34.9,39.2,33.7,1101.8,1,3,0,10.1,0,6,2
105.2,34.2,95.6,51.0,43.6,19.7,31.1,2028.7,4,5,0,5.2,1,12,2
61.5,43.7,89.6,71.0,21.3,38.9,13.4,1626.4,1,3,1,7.0,0,10,2
32.0,131.3,340.8,95.0,40.4,16.5,52.2,1492.1,1,3,0,21.7,0,9,2
59.9,108.5,439.1,95.0,41.6,23.0,40.9,1148.7,0,4,0,11.1,0,8,3
65.8,37.2,108.8,50.5,10.0,26.4,42.3,1752.5,4,5,0,13.3,0,5,1
12.4,32.4,46.0,60.0,17.3,43.3,35.3,394.3,1,3,0,20.6,1,11,1
73.1,5.6,12.6,62.7,9.0,17.0,67.7,1901.2,4,2,0,14.7,0,10,1
30.3,73.1,143.7,85.7,7.6,16.0,30.9,1871.9,4,5,0,14.1,0,4,2
24.0,190.8,947.1,95.0,29.4,43.2,47.9,674.8,1,3,0,11.9,0,8,2
33.1,75.1,94.4,73.5,20.0,21.2,54.4,572.8,4,4,0,23.2,0,11,2
48.8,50.9,109.9,79.4,9.4,18.7,7.3,1934.8,2,3,1,5.4,0,2,2
81.5,137.6,451.3,95.0,41.8,19.9,79.9,2015.9,3,1,0,22.8,0,8,2
97.4,462.3,1567.9,95.0,36.6,29.0,83.0,1462.6,5,3,0,9.9,0,7,3
34.3,79.2,370.3,73.3,41.7,42.6,47.5,1047.1,2,1,0,13.8,0,6,2
29.4,201.9,778.7,95.0,32.5,27.4,45.3,2114.3,1,1,0,23.9,1,9,3
64.0,13.7,19.7,53.3,30.6,43.8,13.2,2916.1,3,4,1,29.3,1,1,2
81.7,18.6,52.9,40.3,38.0,40.9,27.8,2214.6,0,2,1,21.3,0,12,1
54.7,56.7,68.5,72.4,25.9,28.9,58.4,2421.8,2,3,0,17.9,0,5,2
21.9,154.1,582.5,95.0,14.4,43.2,99.6,1164.0,2,5,0,11.2,1,7,3
39.5,60.3,144.9,80.3,29.6,20.1,25.8,1762.6,3,3,1,20.2,0,5,2
28.2,51.6,132.6,77.2,22.8,39.5,35.5,1444.5,0,5,0,10.4,0,11,2
69.6,123.7,608.9,92.2,41.3,15.2,25.2,2805.4,2,4,1,30.9,0,7,3
22.7,18.0,50.7,45.4,39.0,34.9,79.2,1407.6,2,4,0,13.1,1,3,1
114.4,40.8,89.1,52.5,33.3,34.4,86.8,1612.6,2,4,0,12.0,1,11,2
88.1,25.4,41.5,65.2,33.0,35.8,54.0,2718.2,0,4,0,14.2,1,12,2
63.6,256.8,766.7,95.0,43.0,20.0,93.4,554.2,4,5,0,9.7,0,6,3
21.1,25.9,37.6,71.6,10.8,44.5,94.2,2468.5,3,3,0,23.8,0,5,1
51.7,31.4,48.4,53.3,25.3,20.0,84.6,529.2,2,3,0,9.1,0,5,1
38.5,44.1,62.4,66.0,14.2,18.8,17.3,1324.4,4,2,1,30.0,0,10,1
35.0,55.5,79.8,86.1,23.2,41.4,91.2,1313.2,3,1,0,10.6,0,4,1
25.1,32.6,65.8,59.9,25.0,33.7,78.9,1201.1,3,2,0,14.7,0,4,0
51.8,524.4,2609.4,95.0,16.7,28.2,97.0,1256.4,5,4,0,5.0,0,8,3
27.2,286.5,605.5,95.0,19.5,43.3,46.9,453.7,0,3,0,8.5,0,6,2
39.6,20.1,34.7,46.8,10.7,40.1,52.1,1129.8,0,2,0,24.4,1,11,1
49.6,45.5,130.8,54.1,8.9,26.3,13.6,1805.0,3,3,1,23.1,0,4,2
29.1,37.5,96.0,68.3,30.8,32.7,6.5,918.8,1,1,1,19.6,0,2,1
31.9,54.4,152.4,59.3,47.1,41.5,67.8,710.8,5,3,0,7.6,0,4,1
61.0,28.4,46.3,57.7,42.7,35.2,6.1,2880.6,1,3,1,22.3,0,12,2
22.5,242.3,1077.7,95.0,9.5,27.9,3.7,2066.3,5,1,1,20.6,0,6,2
67.9,33.5,70.4,61.3,22.3,28.7,77.0,1203.2,3,4,0,3.7,0,4,2
61.8,23.5,29.4,45.8,14.7,33.9,42.2,2995.4,1,5,0,9.7,0,1,1
52.2,278.7,570.9,95.0,25.7,27.3,29.9,2205.2,0,2,1,6.8,0,7,3
21.5,38.8,40.6,59.9,49.7,32.5,85.2,1153.4,2,4,0,25.2,0,4,1
86.2,16.0,47.7,48.3,43.5,42.3,2.7,1830.0,2,3,1,19.5,0,12,2
53.8,10.0,22.6,40.2,8.4,31.3,13.5,2863.8,5,1,1,8.2,1,11,2
29.4,80.6,106.9,88.9,7.5,35.4,76.7,1428.4,2,3,0,13.3,0,11,2
52.6,33.5,39.0,68.5,26.8,38.4,32.2,2935.8,1,1,0,16.9,1,12,2
64.5,32.8,80.4,75.8,42.2,42.3,80.3,984.2,1,4,0,8.6,0,5,2
53.4,49.4,147.2,60.8,9.2,31.9,68.0,1199.1,5,4,0,10.2,0,2,2
37.0,29.8,32.9,55.1,16.9,28.8,35.3,2682.8,0,2,0,12.7,1,12,2
21.3,94.1,388.1,95.0,48.2,18.7,41.0,500.6,1,4,0,27.1,0,7,2
57.4,19.2,47.1,51.0,37.9,35.2,55.5,2048.1,2,4,0,21.4,0,2,1
30.8,15.4,27.7,40.0,36.4,31.3,21.3,2548.9,0,4,1,12.2,0,12,1
47.0,523.8,1235.4,95.0,13.3,42.1,46.6,1595.7,1,4,0,13.0,0,9,3
9.7,243.1,1102.6,95.0,31.1,37.9,82.0,1251.5,2,3,0,7.7,0,8,2
64.8,28.3,36.4,47.3,27.0,30.4,90.1,2966.9,0,3,0,20.1,0,11,1
28.7,259.3,971.4,95.0,44.0,23.5,37.8,2989.0,3,2,0,12.3,0,7,2
40.5,22.1,45.4,55.1,23.5,33.8,54.8,1060.2,1,1,0,7.3,1,12,1
