rainfall_mm,rainfall_7day_avg,rainfall_intensity,river_level_m,river_level_change,soil_moisture_percent,elevation_m,temperature_celsius,humidity_percent,wind_speed_kmh,distance_to_river_km,month,risk_level
25.39,28.51,1.06,2.97,0.03,57.0,128.2,27.6,72.9,23.8,5.5,12,0
3.58,2.8,0.15,1.13,-0.058,58.4,201.2,29.0,58.0,24.3,6.71,5,0
29.23,30.77,1.22,4.94,0.025,52.3,299.0,25.5,84.1,24.7,15.17,5,0
9.35,13.29,0.39,6.06,0.049,60.8,140.7,24.0,66.6,20.7,6.86,1,0
27.24,23.82,1.13,3.1,-0.023,50.7,95.6,33.8,57.3,22.7,11.85,12,0
129.36,155.81,5.39,5.79,0.115,95.0,416.9,23.1,95.0,25.6,5.95,6,1
35.13,41.68,1.46,8.34,0.022,56.6,341.2,28.9,74.7,18.2,5.13,2,0
52.18,49.14,2.17,5.77,0.012,62.2,226.8,31.7,74.5,27.8,7.46,12,0
52.66,63.41,2.19,6.62,0.074,68.9,357.2,29.0,61.7,20.1,9.61,10,0
39.6,58.19,1.65,4.93,0.051,67.2,117.1,34.0,64.6,29.1,6.43,10,0
40.69,60.88,1.7,9.16,0.061,61.4,126.8,26.4,61.9,32.9,21.08,5,0
48.1,36.59,2.0,7.59,0.032,74.4,138.1,21.7,72.4,21.3,10.25,12,1
15.47,12.9,0.64,9.58,0.086,46.8,288.2,26.6,81.3,16.4,7.07,1,0
44.86,53.71,1.87,8.58,0.035,57.0,83.9,26.7,63.8,28.6,9.48,3,0
188.3,172.38,7.85,12.52,0.223,95.0,196.4,34.7,91.5,16.9,8.3,7,2
290.59,345.26,12.11,11.58,0.275,95.0,116.4,34.1,95.0,22.5,16.7,9,2
37.06,54.23,1.54,7.28,0.025,57.0,432.8,28.3,60.0,16.8,10.0,1,0
50.59,52.01,2.11,3.12,0.016,59.4,168.5,34.6,76.8,19.9,4.89,3,0
254.73,287.86,10.61,8.4,0.2,95.0,140.8,27.4,95.0,17.0,4.39,7,2
55.06,38.72,2.29,6.17,0.124,68.1,204.6,27.9,87.8,25.3,9.18,5,0
60.42,61.98,2.52,6.03,0.06,65.1,74.2,30.0,81.8,13.7,3.6,10,0
55.12,65.54,2.3,4.82,0.113,59.5,150.7,28.5,83.5,23.5,14.26,1,0
71.12,103.5,2.96,4.66,0.096,82.6,180.2,31.8,74.7,34.0,6.67,4,0
77.2,85.44,3.22,6.86,0.038,69.1,184.1,30.0,81.7,27.7,9.01,6,0
135.82,158.4,5.66,11.18,0.177,87.4,164.1,31.6,95.0,31.9,2.97,9,2
88.98,120.45,3.71,5.72,0.096,82.9,225.1,29.4,78.7,23.9,13.75,6,1
151.0,155.04,6.29,9.32,0.165,95.0,343.1,27.2,95.0,11.2,12.58,1,2
51.63,64.54,2.15,8.65,0.093,70.1,213.7,23.8,71.4,18.3,4.94,4,1
189.21,201.86,7.88,8.9,0.126,95.0,108.4,31.0,95.0,14.5,6.26,7,2
36.17,41.97,1.51,6.16,0.032,52.4,397.5,37.7,80.3,55.3,5.0,1,0
44.97,32.96,1.87,3.9,-0.018,66.8,198.4,31.6,64.1,23.2,9.41,4,0
333.86,476.42,13.91,12.97,0.272,95.0,513.1,24.2,95.0,29.8,10.55,9,2
88.52,124.55,3.69,8.14,0.12,86.6,190.8,27.9,94.7,18.7,9.67,8,1
383.2,547.85,15.97,12.43,0.338,95.0,175.6,23.0,95.0,11.6,5.87,9,2
49.0,58.78,2.04,3.94,0.043,61.0,92.4,25.5,62.1,26.8,8.91,1,0
59.23,68.76,2.47,6.84,0.09,65.4,103.6,29.9,91.6,25.7,5.31,5,0
81.58,100.1,3.4,5.41,0.023,73.9,181.2,22.4,95.0,20.8,5.08,2,1
23.2,29.94,0.97,7.24,-0.008,61.7,529.6,25.9,66.2,35.7,5.49,1,0
28.7,21.95,1.2,2.25,-0.024,55.1,117.1,28.8,75.6,8.8,9.93,4,0
71.98,85.11,3.0,7.27,0.016,72.6,158.8,25.1,88.3,18.7,7.67,5,1
199.3,182.29,8.3,8.18,0.173,95.0,172.0,29.0,95.0,11.4,9.23,9,2
16.43,14.75,0.68,8.93,0.068,58.8,197.0,22.0,64.2,54.3,5.85,12,0
79.56,103.88,3.32,3.68,0.012,80.8,259.8,29.5,70.5,8.8,2.71,8,1
60.17,62.23,2.51,6.41,0.051,71.5,749.0,29.0,76.5,34.0,8.19,4,1
66.91,61.84,2.79,7.13,0.014,82.2,168.3,27.2,89.6,21.9,14.58,1,1
53.12,60.45,2.21,8.81,0.062,72.8,19.1,35.0,67.7,49.1,4.92,12,2
22.63,21.91,0.94,8.5,0.096,59.4,173.6,17.0,74.6,16.4,10.35,5,0
111.46,147.53,4.64,7.26,0.081,92.3,146.6,22.9,78.9,16.5,13.06,6,2
59.32,87.84,2.47,8.17,0.05,74.0,159.0,22.2,88.1,19.7,4.84,12,1
43.48,31.42,1.81,2.19,-0.015,59.1,49.2,29.4,73.7,19.0,7.27,12,0
34.11,32.45,1.42,5.52,0.117,55.6,149.4,20.6,63.5,22.4,9.81,10,0
38.62,53.44,1.61,6.45,0.003,62.0,523.2,26.6,83.2,22.0,11.05,1,0
312.47,220.05,13.02,12.65,0.259,95.0,242.2,34.9,95.0,19.5,7.78,8,2
47.36,49.34,1.97,6.97,-0.018,59.0,219.0,27.2,85.8,33.9,25.62,3,0
65.26,62.3,2.72,5.67,0.118,69.0,209.4,23.7,66.6,23.0,8.18,7,0
183.44,134.09,7.64,10.51,0.156,95.0,421.5,22.0,87.2,23.6,3.78,7,2
48.72,52.32,2.03,2.41,-0.022,71.0,118.2,27.2,85.8,15.9,1.07,9,0
27.69,20.9,1.15,4.58,0.003,67.1,536.1,25.3,59.8,23.5,9.7,2,0
81.61,98.52,3.4,7.86,0.059,67.4,171.4,28.1,93.9,25.7,6.1,1,1
135.32,195.62,5.64,7.7,0.123,94.6,129.5,27.4,90.1,23.0,8.55,6,2
39.33,54.81,1.64,4.8,0.057,65.5,87.5,23.9,71.4,32.1,8.17,3,0
137.81,128.51,5.74,6.35,0.105,89.2,109.8,33.6,91.7,16.4,8.58,7,1
17.44,23.23,0.73,5.87,0.088,65.7,125.9,18.7,72.5,9.8,3.42,3,0
154.42,165.78,6.43,5.82,0.111,95.0,55.5,26.0,85.6,11.5,10.48,6,2
48.81,41.34,2.03,4.57,0.02,58.5,188.7,29.8,67.6,13.0,3.49,6,0
29.63,38.85,1.23,5.9,0.019,58.6,232.5,28.5,75.5,19.7,11.0,12,0
43.31,62.69,1.8,4.28,0.035,56.7,97.2,30.8,65.9,35.2,13.67,4,0
315.4,251.11,13.14,10.34,0.211,95.0,266.8,29.0,95.0,26.7,7.31,8,2
51.27,63.97,2.14,8.29,0.112,73.7,252.1,25.9,73.3,16.4,4.62,12,1
22.17,25.38,0.92,5.84,-0.057,59.0,182.8,22.2,62.6,50.7,9.18,10,0
22.43,19.76,0.93,6.48,-0.026,51.4,381.8,22.9,81.5,24.6,10.32,12,0
130.11,171.39,5.42,7.13,0.14,87.9,139.7,25.7,95.0,15.7,5.7,6,2
132.3,173.39,5.51,8.37,0.083,85.3,217.1,31.1,76.6,12.9,7.29,9,2
80.61,105.15,3.36,3.72,0.011,72.5,222.2,28.4,93.9,28.3,3.62,5,0
103.04,137.32,4.29,5.82,0.119,83.0,156.2,25.2,78.9,14.6,5.65,9,1
55.35,82.92,2.31,8.93,0.117,73.9,159.9,30.4,72.1,24.1,4.88,12,1
300.01,379.13,12.5,11.09,0.168,95.0,157.9,29.8,95.0,25.8,15.54,8,2
54.15,62.48,2.26,4.44,0.047,69.0,170.5,23.8,77.2,23.1,2.09,3,0
61.14,49.28,2.55,4.89,0.081,73.2,434.2,29.6,71.4,11.7,6.89,11,0
21.53,21.25,0.9,4.95,0.02,61.8,100.2,33.0,55.3,23.6,9.58,3,0
16.97,23.25,0.71,6.0,-0.053,47.6,231.2,29.0,75.3,10.9,5.0,5,0
184.48,160.31,7.69,13.2,0.268,95.0,91.3,21.7,95.0,17.2,4.28,7,2
64.51,88.49,2.69,4.53,0.042,80.9,124.4,26.7,89.9,15.3,9.77,12,0
19.06,23.3,0.79,5.86,0.011,54.3,45.9,26.7,64.6,27.0,9.18,4,0
30.13,25.36,1.26,9.25,0.067,64.3,344.5,25.5,61.1,28.3,11.96,11,0
21.05,19.86,0.88,9.01,0.043,55.7,221.2,28.9,67.0,46.4,6.63,2,0
45.96,49.61,1.92,5.24,0.049,73.7,210.5,26.4,69.5,7.0,6.33,1,0
59.69,55.6,2.49,6.67,0.013,78.0,206.6,30.9,79.5,18.1,3.42,1,1
154.93,109.02,6.46,7.16,0.053,93.5,77.4,24.4,82.2,7.8,12.83,7,2
29.06,28.94,1.21,6.95,0.005,64.1,217.5,20.2,70.9,45.6,7.65,2,0
88.24,125.91,3.68,5.58,0.068,70.9,269.5,31.6,87.4,37.7,1.86,9,1
35.92,50.55,1.5,6.11,0.097,63.9,432.5,29.6,74.0,31.1,9.79,12,0
33.62,29.55,1.4,5.88,0.002,62.4,224.2,26.0,60.1,19.1,10.27,1,0
74.98,90.86,3.12,2.66,0.027,66.9,103.8,24.2,77.8,43.5,17.25,3,0
132.27,143.51,5.51,9.59,0.139,95.0,126.0,24.7,95.0,21.3,0.84,6,2
29.88,25.47,1.24,8.69,0.074,58.3,191.6,33.8,85.1,38.2,9.39,10,0
34.26,38.19,1.43,6.98,0.097,66.9,152.5,30.0,70.4,46.0,2.69,10,0
9.48,8.02,0.4,3.99,-0.039,46.1,222.8,25.6,77.3,17.2,7.79,2,0
1.33,1.59,0.06,1.37,-0.032,51.2,164.1,29.9,75.7,29.8,3.96,5,0
26.37,36.24,1.1,7.7,-0.004,67.8,533.7,34.6,74.9,17.3,9.59,10,0
21.89,23.24,0.91,6.83,0.073,57.6,162.2,28.5,73.7,13.1,8.32,5,0
280.11,353.46,11.67,12.71,0.233,95.0,77.4,30.3,95.0,23.9,9.66,8,2
42.79,55.22,1.78,5.04,-0.038,66.2,270.5,24.6,86.3,24.8,4.7,3,0
67.51,75.24,2.81,5.33,0.037,63.6,306.2,29.8,73.4,30.9,18.72,3,0
114.41,129.58,4.77,9.92,0.099,91.7,29.3,23.6,86.8,34.5,10.95,8,2
11.4,12.04,0.47,7.02,0.013,55.7,328.3,26.3,63.0,28.5,5.67,2,0
32.78,24.31,1.37,5.85,0.065,52.0,187.4,25.8,79.4,25.1,11.17,4,0
16.87,23.82,0.7,8.27,0.039,60.8,124.2,27.0,64.7,24.6,18.35,2,0
163.43,200.01,6.81,11.09,0.152,95.0,171.6,27.3,95.0,26.4,7.9,9,2
179.79,254.37,7.49,8.66,0.169,95.0,230.7,28.3,90.9,20.0,5.11,6,2
55.75,52.29,2.32,2.36,-0.013,74.7,322.8,22.4,73.5,19.7,6.11,7,0
95.61,117.03,3.98,8.12,0.044,89.6,133.4,24.2,69.5,13.8,15.16,8,1
348.19,337.71,14.51,11.12,0.247,95.0,194.7,33.1,95.0,19.2,1.43,6,2
243.76,319.79,10.16,11.16,0.268,95.0,52.7,24.3,95.0,24.9,1.44,8,3
27.65,29.55,1.15,7.95,0.045,56.5,83.9,30.7,84.5,22.5,10.59,5,0
26.33,29.9,1.1,8.34,0.027,59.6,74.2,27.9,55.9,29.5,5.26,5,0
224.57,186.3,9.36,11.94,0.228,95.0,405.9,25.8,95.0,22.6,2.19,6,2
66.11,94.91,2.75,7.77,0.064,80.2,250.3,24.0,74.5,20.7,12.36,4,1
25.48,27.56,1.06,6.62,-0.026,54.0,105.4,25.3,66.3,17.7,7.5,4,0
39.36,58.16,1.64,6.21,0.151,55.9,346.8,30.2,77.8,40.2,7.72,5,0
12.72,13.42,0.53,11.15,0.133,58.1,504.0,25.3,55.5,16.9,4.14,5,1
7.56,7.44,0.32,1.51,-0.05,59.0,182.9,26.8,68.0,11.3,7.46,3,0
188.14,255.34,7.84,7.86,0.117,95.0,60.7,23.7,95.0,28.9,9.14,9,2
18.8,14.37,0.78,9.41,0.131,55.7,184.5,28.5,77.8,23.9,8.15,11,0
58.58,82.05,2.44,4.62,0.024,71.7,183.6,23.8,72.1,21.0,7.97,2,0
47.25,60.36,1.97,3.15,-0.011,66.4,109.6,27.3,65.2,25.3,8.92,5,0
78.36,117.42,3.27,8.74,0.06,76.8,176.9,24.9,67.7,22.9,4.62,5,1
37.82,48.69,1.58,6.92,0.015,53.4,229.4,27.3,80.5,22.3,2.68,10,0
60.13,89.21,2.51,5.72,0.047,61.0,156.4,25.0,86.7,27.4,8.12,11,0
78.09,74.78,3.25,6.3,0.104,82.7,162.6,25.6,95.0,25.3,5.4,12,1
29.58,36.64,1.23,6.96,0.004,61.2,179.4,32.7,67.1,23.8,11.24,10,0
53.59,68.58,2.23,7.74,0.097,71.5,223.9,24.5,86.8,24.1,7.6,12,1
26.1,33.42,1.09,6.6,0.072,52.8,633.7,28.8,77.8,40.2,10.0,2,0
5.58,5.29,0.23,4.89,0.086,53.4,331.3,38.7,61.3,10.9,7.94,3,0
27.48,34.88,1.14,6.89,0.02,67.0,149.5,26.9,58.5,20.3,3.69,1,0
166.54,126.98,6.94,8.61,0.131,95.0,63.1,35.6,95.0,35.9,1.96,7,2
55.26,69.51,2.3,8.78,0.056,67.9,143.2,29.2,66.6,22.7,8.39,3,1
188.58,239.27,7.86,9.64,0.212,95.0,138.0,27.1,95.0,40.4,10.94,6,2
183.54,273.59,7.65,10.58,0.206,95.0,99.3,24.7,95.0,12.1,7.24,9,2
161.79,133.25,6.74,8.78,0.054,95.0,241.2,23.5,95.0,45.0,2.92,7,2
34.9,36.47,1.45,8.33,0.086,51.9,187.0,29.7,59.7,11.1,8.87,3,0
53.67,64.13,2.24,6.12,0.07,60.2,216.2,28.2,65.1,10.4,11.65,1,0
51.37,64.94,2.14,4.86,0.061,60.9,646.5,26.6,78.6,90.1,7.33,3,0
63.47,70.51,2.64,4.23,0.025,78.1,112.3,24.2,80.5,29.8,5.72,12,0
49.41,55.01,2.06,3.24,0.05,64.5,287.0,26.4,60.5,18.8,11.68,10,0
16.6,16.87,0.69,7.39,-0.02,59.9,119.7,32.4,76.4,26.8,5.71,9,0
64.15,73.64,2.67,5.65,0.003,75.1,154.9,22.1,76.5,24.9,3.06,2,1
194.85,182.86,8.12,7.53,0.174,95.0,161.5,22.3,95.0,19.1,9.49,7,2
56.55,45.01,2.36,8.96,0.058,60.2,89.3,21.0,83.2,17.0,9.83,11,1
262.58,231.13,10.94,9.79,0.284,95.0,44.0,25.0,95.0,27.4,5.45,9,2
29.89,40.07,1.25,6.07,0.081,54.7,405.6,29.1,58.7,20.8,1.18,1,0
53.45,72.0,2.23,8.01,0.011,58.4,150.1,25.0,65.7,21.4,18.41,11,1
291.55,224.64,12.15,13.7,0.284,95.0,84.1,24.3,95.0,23.1,10.3,9,2
116.81,125.9,4.87,8.15,0.103,80.4,193.7,24.2,80.8,34.0,13.61,11,1
46.59,67.31,1.94,7.43,0.032,72.8,108.3,29.4,67.9,9.2,10.31,10,1
46.33,62.7,1.93,6.71,0.013,74.3,123.0,24.6,67.1,35.1,9.61,9,0
174.33,172.07,7.26,10.29,0.166,95.0,397.4,28.3,87.4,31.1,9.76,6,2
46.45,66.05,1.94,5.41,0.047,63.5,237.0,33.8,64.2,39.2,2.47,2,0
16.17,16.07,0.67,4.53,0.088,46.6,140.1,33.6,63.6,25.3,7.02,11,0
48.1,67.7,2.0,1.89,-0.019,67.7,139.5,32.2,63.0,26.0,6.11,10,0
28.58,37.08,1.19,4.92,0.019,58.3,117.0,36.3,59.2,19.0,7.93,2,0
56.23,66.13,2.34,3.65,0.043,70.5,439.5,27.2,62.3,37.1,10.39,12,0
59.84,55.63,2.49,9.72,0.129,69.1,340.9,25.3,67.1,21.5,9.35,5,1
17.38,19.69,0.72,8.24,0.043,54.8,192.8,30.5,54.4,19.1,11.84,3,0
88.94,122.06,3.71,6.23,0.081,81.2,39.1,29.4,93.5,20.6,6.25,6,1
49.19,62.51,2.05,4.48,0.067,67.8,54.0,29.4,74.7,43.6,7.81,9,0
13.93,18.88,0.58,7.03,0.009,49.7,208.9,29.4,76.6,17.7,10.5,10,0
7.84,5.82,0.33,3.56,-0.015,51.7,67.0,29.5,53.8,33.2,4.92,3,0
111.6,158.61,4.65,4.51,0.071,86.7,285.7,31.1,83.3,31.7,8.63,1,1
148.0,146.75,6.17,7.15,0.174,89.9,183.9,19.5,95.0,19.8,6.93,8,2
44.82,52.3,1.87,4.77,0.095,62.4,378.7,32.2,72.2,31.6,9.67,10,0
42.69,56.87,1.78,5.13,0.037,65.9,375.1,36.1,77.7,18.3,4.69,11,0
373.68,468.61,15.57,11.09,0.324,95.0,347.3,30.9,95.0,19.3,8.44,9,2
95.46,142.31,3.98,8.25,0.021,86.9,161.3,32.7,95.0,22.7,6.55,12,1
24.96,20.41,1.04,9.45,0.069,57.6,122.7,27.5,73.9,21.8,5.51,9,0
198.33,254.18,8.26,11.65,0.204,95.0,433.2,17.1,94.2,25.4,6.51,9,2
10.48,10.89,0.44,9.77,0.115,61.0,180.1,25.6,62.8,55.9,8.36,12,0
21.96,27.01,0.91,8.37,0.067,59.5,103.8,30.3,56.3,16.2,12.67,5,0
39.6,29.14,1.65,5.82,0.02,65.5,390.3,32.7,73.0,25.9,8.11,12,0
6.38,6.15,0.27,2.31,-0.08,42.8,49.0,26.1,60.1,14.8,4.21,5,0
49.68,41.84,2.07,2.36,0.007,57.8,244.1,20.6,61.6,14.0,9.31,11,0
20.84,30.04,0.87,4.45,0.006,56.9,119.1,25.7,55.6,11.9,14.22,11,0
88.01,113.83,3.67,8.72,0.059,75.6,276.2,29.1,75.7,31.8,8.1,2,1
66.49,76.97,2.77,7.02,-0.028,72.2,199.4,21.0,76.5,22.9,6.76,2,1
60.51,89.02,2.52,7.31,0.051,64.2,255.1,29.4,86.0,20.5,10.98,10,1
51.71,60.74,2.15,5.06,0.057,60.1,243.3,25.2,83.8,79.9,6.81,5,0
186.88,218.57,7.79,12.44,0.225,95.0,183.9,29.2,95.0,19.9,3.49,6,2
16.14,17.36,0.67,1.59,-0.09,64.0,144.1,25.7,58.6,11.9,15.32,2,0
51.03,75.6,2.13,1.0,-0.051,61.9,142.6,35.2,74.0,53.2,8.93,2,0
18.96,27.25,0.79,8.11,0.068,65.6,67.9,23.9,59.2,18.8,9.43,5,0
193.2,217.81,8.05,10.63,0.118,95.0,236.3,24.7,95.0,38.6,8.62,7,2
46.19,52.23,1.92,8.39,0.109,59.4,124.9,31.9,70.3,11.4,9.63,10,0
56.45,60.45,2.35,5.14,0.063,75.8,159.4,24.1,75.9,15.1,10.09,5,1
30.6,28.24,1.27,6.4,0.067,61.8,50.9,28.6,76.3,26.4,8.64,1,0
40.23,38.43,1.68,4.95,0.015,64.2,361.1,28.0,77.8,28.1,5.45,1,0
18.59,25.95,0.77,8.91,0.132,52.8,192.8,31.9,72.8,16.3,5.47,10,0
55.16,81.38,2.3,2.75,0.018,75.5,283.5,27.0,61.1,17.9,6.15,9,0
12.14,10.46,0.51,4.18,0.002,44.9,246.1,27.2,71.4,17.3,9.84,1,0
47.41,56.08,1.98,2.56,-0.037,69.8,107.3,23.9,72.8,25.1,5.7,12,0
96.61,85.9,4.03,7.87,0.089,82.1,273.2,26.2,95.0,12.1,8.93,9,1
66.7,47.7,2.78,3.93,0.023,76.2,140.9,29.1,88.2,30.6,10.54,10,0
25.95,20.64,1.08,3.96,0.042,55.8,335.5,28.1,82.6,24.4,10.07,6,0
53.49,37.64,2.23,8.63,0.106,73.7,210.1,26.0,78.2,26.9,14.82,4,1
24.81,23.4,1.03,4.13,0.025,58.1,150.0,39.5,65.0,33.6,8.54,11,0
50.84,56.05,2.12,9.4,0.156,59.2,119.9,26.2,78.2,10.4,2.59,5,1
66.84,73.67,2.79,2.93,0.026,69.0,186.4,24.9,65.4,17.2,9.05,1,0
189.53,147.43,7.9,11.95,0.217,95.0,87.2,24.1,95.0,14.4,3.73,6,2
67.0,89.55,2.79,6.43,0.045,76.2,374.3,22.2,63.9,8.7,8.3,3,1
91.51,110.72,3.81,6.33,0.047,76.1,331.8,37.7,83.7,7.3,11.84,7,1
40.54,46.62,1.69,5.28,0.067,70.6,127.8,27.1,64.2,25.6,10.21,12,0
114.21,166.8,4.76,4.48,0.048,95.0,121.9,25.6,90.5,21.7,8.41,7,1
66.38,70.7,2.77,5.5,0.094,74.5,235.0,28.0,64.2,32.0,13.15,7,1
207.19,146.64,8.63,7.79,0.084,95.0,158.5,26.6,95.0,14.9,3.43,6,2
25.71,28.14,1.07,7.33,0.004,61.9,154.0,30.7,74.5,26.0,6.32,5,0
52.82,42.06,2.2,7.8,0.087,57.7,72.8,29.2,61.7,21.7,10.95,12,1
86.39,124.75,3.6,8.34,0.083,82.1,192.7,27.4,88.8,33.5,3.12,11,1
5.14,7.27,0.21,7.25,0.031,53.2,57.5,28.8,62.4,21.6,3.85,1,1
63.5,83.9,2.65,8.25,0.018,71.3,116.8,26.6,91.2,27.6,6.11,12,1
31.91,43.83,1.33,6.18,-0.013,51.1,94.0,31.9,62.4,26.9,19.93,12,0
118.26,89.63,4.93,6.27,0.151,85.9,257.0,30.9,95.0,31.7,12.15,7,1
68.21,74.9,2.84,7.57,0.033,71.2,392.7,26.6,67.6,23.1,9.46,2,1
27.07,40.55,1.13,6.91,0.015,57.0,87.6,28.4,63.9,16.1,11.38,11,0
62.48,46.21,2.6,4.99,-0.025,66.1,231.0,29.0,67.6,18.7,5.99,12,0
29.63,36.11,1.23,5.31,0.02,64.7,136.4,29.3,70.1,7.7,6.04,11,0
211.98,195.9,8.83,9.2,0.198,95.0,195.0,33.4,95.0,20.8,4.38,9,2
131.06,108.42,5.46,8.19,0.104,95.0,207.5,32.3,93.5,9.2,12.91,8,2
338.42,468.87,14.1,9.2,0.264,95.0,46.8,24.8,95.0,29.8,4.53,9,2
161.07,175.42,6.71,8.62,0.164,95.0,363.8,31.8,95.0,13.2,9.07,8,2
53.51,50.52,2.23,7.47,0.058,74.4,101.5,30.9,70.5,16.3,6.08,8,1
105.19,105.58,4.38,6.23,0.119,91.1,90.4,30.6,93.5,34.0,9.13,8,1
259.08,325.26,10.8,6.81,0.154,95.0,188.4,25.4,95.0,13.3,9.11,9,2
22.44,25.98,0.93,9.4,0.07,66.7,300.7,22.4,77.7,16.4,12.76,10,0
49.63,41.34,2.07,4.9,0.086,60.6,228.0,25.7,85.9,27.1,10.11,6,0
181.09,262.08,7.55,7.66,0.202,95.0,103.1,21.9,94.6,12.1,9.44,6,2
41.86,40.58,1.74,5.36,0.046,58.6,315.0,27.7,81.1,22.3,9.95,4,0
13.04,9.34,0.54,5.78,0.019,64.2,343.7,29.5,55.9,21.8,8.47,11,0
68.0,55.65,2.83,6.09,0.039,71.2,190.1,31.4,63.6,8.9,9.34,1,1
13.36,15.93,0.56,4.51,0.049,46.9,152.1,29.9,65.2,7.5,6.68,4,0
46.46,57.42,1.94,7.33,0.06,61.0,154.9,27.7,60.7,27.0,5.05,1,0
137.69,120.48,5.74,8.52,0.11,95.0,109.9,31.2,78.2,18.9,4.84,7,2
197.17,237.33,8.22,5.63,0.098,95.0,227.1,33.8,95.0,23.6,9.97,9,1
50.62,41.75,2.11,4.6,0.056,72.1,138.4,27.3,86.9,21.9,9.39,11,0
145.04,171.66,6.04,6.89,0.143,95.0,190.3,30.2,94.2,49.7,12.77,6,1
31.73,30.48,1.32,2.45,0.014,51.9,291.9,25.9,59.9,26.7,8.62,11,0
18.19,14.06,0.76,4.87,0.018,60.5,254.0,28.3,78.8,8.7,3.71,1,0
50.0,71.29,2.08,3.8,0.053,58.6,36.3,27.5,66.4,24.7,18.81,11,0
67.59,54.14,2.82,6.88,0.088,73.5,147.4,30.1,87.3,25.8,2.54,7,1
15.13,17.67,0.63,4.28,0.013,54.5,111.4,30.7,79.8,15.5,5.57,11,0
23.61,25.02,0.98,6.99,0.07,61.4,462.1,24.9,66.3,19.0,5.15,3,0
46.81,63.3,1.95,4.62,0.035,64.9,179.6,22.8,74.0,33.8,7.11,8,0
49.7,51.49,2.07,8.81,0.036,71.2,39.4,23.2,82.8,11.9,9.99,12,1
207.11,256.75,8.63,8.43,0.176,95.0,346.1,28.0,95.0,12.6,10.29,9,2
26.43,27.33,1.1,3.84,-0.007,52.0,98.6,27.0,67.8,23.7,9.2,10,0
156.97,139.67,6.54,5.5,0.134,93.1,74.2,24.0,95.0,25.8,8.15,9,1
39.98,32.79,1.67,7.67,0.082,64.5,171.9,21.6,84.8,30.2,13.07,3,0
163.32,144.71,6.81,6.98,0.09,95.0,261.8,23.2,95.0,29.0,10.07,6,1
49.44,43.21,2.06,6.48,0.028,69.6,188.7,32.8,88.3,21.6,1.59,10,0
198.47,150.35,8.27,7.58,0.148,95.0,198.1,31.1,95.0,21.1,8.03,6,2
49.28,50.94,2.05,9.24,0.053,74.1,293.6,23.6,85.4,23.2,4.31,11,1
60.46,84.09,2.52,3.18,0.044,75.9,192.4,28.0,88.9,10.7,18.46,10,0
59.93,60.96,2.5,3.28,0.037,74.1,209.3,34.3,64.3,26.1,11.76,11,0
83.56,75.46,3.48,6.27,0.121,84.1,117.6,26.6,94.2,33.1,5.54,2,1
14.88,12.23,0.62,3.72,0.027,64.1,128.6,33.3,74.8,22.1,19.72,2,0
45.58,54.13,1.9,6.74,0.016,64.3,175.3,28.8,71.7,45.3,2.81,4,0
29.12,21.14,1.21,6.98,-0.015,55.5,533.4,28.5,63.6,22.1,5.58,10,0
55.15,47.99,2.3,6.54,0.03,70.9,652.9,26.3,91.0,19.7,8.31,5,1
10.21,12.33,0.43,1.64,-0.039,54.4,530.7,20.4,70.3,25.0,3.17,1,0
48.74,60.02,2.03,9.38,0.092,70.5,193.0,26.5,72.5,23.9,3.66,12,1
24.21,22.01,1.01,5.71,0.069,62.9,358.2,28.2,56.6,27.6,5.4,10,0
28.43,40.9,1.18,6.24,-0.052,51.5,158.2,33.2,73.3,10.2,8.94,4,0
119.9,172.17,5.0,10.83,0.128,92.2,206.8,29.7,95.0,41.9,2.3,7,2
209.31,273.36,8.72,6.51,0.173,95.0,211.4,22.2,91.9,13.7,6.82,9,2
30.86,38.36,1.29,4.88,0.062,60.5,146.4,28.1,58.9,9.1,3.45,10,0
42.8,62.99,1.78,7.46,0.011,70.8,279.9,33.6,66.1,30.3,2.37,2,1
42.23,50.93,1.76,4.46,-0.032,64.5,94.4,29.3,66.1,8.4,4.78,1,0
55.62,45.13,2.32,3.43,0.049,65.9,166.6,25.3,78.0,14.3,3.69,1,0
94.74,122.37,3.95,4.48,0.096,79.2,17.5,28.7,72.1,21.5,14.04,11,1
28.39,32.49,1.18,5.47,0.103,55.1,73.5,24.2,59.2,20.6,7.65,1,0
116.63,94.07,4.86,5.1,0.128,93.1,361.3,21.9,75.6,8.0,9.13,8,1
35.72,48.26,1.49,7.5,0.003,56.9,270.8,26.4,80.2,12.7,11.86,12,0
45.01,35.8,1.88,7.06,0.085,69.3,97.2,34.7,85.2,9.5,8.53,3,0
57.15,64.61,2.38,7.63,-0.009,62.4,65.6,26.1,91.4,21.8,5.39,7,1
14.69,21.15,0.61,3.89,0.068,45.2,251.4,29.5,81.8,20.8,11.17,10,0
53.7,64.78,2.24,5.75,0.006,69.3,197.1,31.8,84.6,37.7,8.57,4,0
14.38,15.34,0.6,7.21,-0.008,61.0,441.5,28.7,63.3,13.2,5.83,2,0
89.57,82.41,3.73,5.07,0.046,84.6,182.4,27.3,91.0,18.0,12.18,5,1
27.53,26.86,1.15,5.99,0.085,60.6,169.4,29.6,56.6,23.6,11.91,2,0
194.44,231.0,8.1,5.74,0.146,95.0,312.2,29.1,90.1,33.3,4.35,9,1
